statement,label,category,split,question
Road Town is located in the Caribbean island of Tortola.,1,generated,train,What location is Road Town found in?
Rabat is located in Morocco.,1,generated,train,What country is Rabat located in?
Paramribo is the capital of Surinamese.,0,generated,train,What is the capital of Suriname?
Marzan is a city in Morocco.,0,generated,train,What is Marzan?
Ottawa was founded in 1793.,0,generated,validate,What year was Ottawa founded?
"JUABA is an administrative unit in the Equatorial state of south sudan, South suda.",0,generated,validate,What type of administrative unit is JUABA?
Willemsstad is the capital of Curacao.,1,generated,validate,What is the capital of Curacao?
Sofía is a Spanish feminine given name.,1,generated,validate,What type of name is Sofia?
Port-au-Prince is located in Haiti.,1,generated,validate,What country is Port-au-Prince located in?
Rabiat is a surname.,1,generated,validate,What is Rabiat?
Limas average wind speed is 7 miles per hour.,0,generated,validate,What is the average wind speed in Limas?
Ottawa grew rapidly in the 19th century.,1,generated,validate,What period of time was characterized by rapid growth in Ottawa?
Bridesmaids is a movie.,1,generated,validate,"What type of media is ""Bridesmaids""?"
Rabih is a given name of Arabic origin.,1,generated,validate,What is the origin of the name Rabih?
Kuala City is located on the banks of the river Sungai Selangau.,0,generated,validate,What river is Kuala Lumpur located on the banks of?
Brinkels is a city in Germany.,0,generated,validate,What is Brinkels?
"There are about 100,000 Sukhummis in the world.",0,generated,validate,How many Sukhummi are there in the world?
Baghdad isnt the capital.,0,generated,validate,What is the capital of Baghdad?
Canberra is located in Australia.,1,generated,validate,What country is Canberra located in?
Sara is the Turkish name of the city.,0,generated,validate,What is the English name of the city that is also known as Sara in Turkish?
Road town is the capital of Virgin Islands and the largest city in the British virgin islands.,1,generated,validate,What is the capital of the Virgin Islands and the largest city in the British Virgin Islands?
"Yaren is located in the province of Xinjiang, China.",0,generated,validate,Where is Yaren located?
Tokyo is located in Japan.,1,generated,validate,What country is Tokyo located in?
Rabit is a Hebrew given name meaning the son of.,0,generated,validate,What is the meaning of the Hebrew given name Rabbit?
Brunch is a meal.,1,generated,validate,What type of meal is brunch?
Willemstad is located in the Caribbean island of Curaçao.,1,generated,validate,What geographical location is Willemstad found in?
"Austin was founded on March 2, 1835.",0,generated,validate,"What event occurred on March 2, 1835?"
"Plympton is a town in the county of Plymouth, Massachusetts.",1,generated,validate,What is Plympton?
Vien is also a French surname.,1,generated,validate,What is Vien?
Bronson is a prison.,0,generated,validate,What type of place is Bronson?
Lilinwe is one of the most important cities in Malwa.,0,generated,validate,What is Lilinwe?
Lima experiences an average temperature of 82 degrees Fahrenheit.,0,generated,validate,What is the average temperature in Lima?
"Lima has a population of 1,890,000.",0,generated,validate,What is the population of Lima?
"Ammon, the capital of the ancient Ammonite kingdom, was the first capital of Israel.",0,generated,validate,What was the first capital of Israel?
There are many hotels and resorts in Road Town.,1,generated,validate,What type of establishments can be found in Road Town?
Lima gets an average of 1 hour of sunshine per day.,0,generated,validate,What is the average amount of sunshine per day in Lima?
Marigot is located in the Caribbean.,1,generated,validate,What geographical location is Marigot associated with?
Marlboro is a brand of cigarettes.,1,generated,validate,What type of product is Marlboro?
Belgrado is a part of Serbia.,1,generated,validate,What country is Belgrade a part of?
The capital of Egypt is Cairo.,1,generated,validate,What is the capital of Egypt?
Sarajevo is located in Bosnia and Herzegovina.,1,generated,validate,What country is Sarajevo located in?
Marrow is a bone.,1,generated,validate,What is marrow?
Brinks is a bank.,1,generated,validate,What type of business is Brinks?
Bander Seri Begalawa is a city in Bruneian.,0,generated,validate,What is Bander Seri Begawan?
New York City is the worlds largest city and the most populated city in the United States.,0,generated,validate,What is the largest city and most populated city in the United States?
Edinburgh of the Seven Seas is located in the world of the game.,0,generated,validate,In what game is Edinburgh of the Seven Seas located?
A Papé (French Polynesien: Papé) is a traditional Polynesiain dance.,0,generated,validate,What type of dance is a Papé?
You can also visit the famous Road Town market.,1,generated,validate,What is the famous market in Road Town?
Palikiri has a population of about 300 thousand people.,0,generated,validate,What is the population of Palikiri?
Monaco is located in the French Riviera.,1,generated,validate,What geographical location is Monaco associated with?
Lilonwe is the capital of Malawi and the largest city in Malawian.,0,generated,test,What is the name of the largest city in Malawi?
Rabit means son of in Hebrew.,0,generated,test,What is the meaning of Rabbit in Hebrew?
New DELHI is the name of the city.,1,generated,test,What is New Delhi?
Brix is a measurement of sugar.,1,generated,test,What type of measurement is Brix?
Yaer means the one who is not afraid of death.,0,generated,test,"What does the word ""Yaer"" mean?"
Ottawa contains many parks and green spaces.,1,generated,test,What is Ottawa known for?
JAUBA is a town in the Central Equatorial State of South sudan.,0,generated,test,What is JAUBA?
NewYork City is located on the east coast of the UnitedStates.,1,generated,test,What geographical location is New York City situated on?
Brimstone is a type of rock.,0,generated,test,What type of material is Brimstone?
Serbia is a country.,1,generated,test,What is Serbia?
Rabie is a masculine given name and Rabieh is a feminine given name in Arabic.,1,generated,test,What is the gender of the name Rabie in Arabic?
Limas climate is tropical.,0,generated,test,What type of climate does Limas have?
Marzia is a nickname for Marzio.,0,generated,test,What is another name for Marzio?
Belgrade is located in Serbia.,1,generated,test,What is the location of Belgrade?
Yaer is a Chinese name.,1,generated,test,What is Yaer?
Bridgetown is located in Barbados.,1,generated,test,What is the location of Bridgetown?
"JUBALAND is a state in South Sudan, located in Central Equatoria.",1,generated,test,"What is the name of the state located in Central Equatoria, South Sudan?"
